customer_id,full_name,gender,age,city,state,pincode,phone,segment,acquisition_channel,join_date,app_user,email_opt_in,lifetime_orders,nps_score,tenure_years,age_band,nps_category
CUST000024,Geeta Hegde,Female,27,Bengaluru,Karnataka,546240,9833801412,Returning,Organic Search,2023-01-29,App User,Opted In,2,6,2.2,26-35,Detractor (0-6)
CUST000025,Nilesh Bhatt,Male,46,Delhi,Delhi,712769,9657249208,Loyal,Organic Search,2024-02-07,App User,Opted In,1,10,1.1,46-60,Promoter (9-10)
CUST000026,Sanjay Verma,Male,24,Hyderabad,Telangana,520556,9100251678,Loyal,Amazon,2024-01-08,Non-App User,Opted In,1,9,1.2,18-25,Promoter (9-10)
CUST000027,Sachin Patel,Male,43,Hyderabad,Telangana,790977,9741433377,Returning,Word of Mouth,2023-06-02,Non-App User,Opted Out,5,7,1.8,36-45,Passive (7-8)
CUST000028,Shreya Desai,Female,40,Bengaluru,Karnataka,763273,9499207074,New,Amazon,2024-08-01,App User,Opted In,4,8,0.7,36-45,Passive (7-8)
CUST000029,Komal Patel,Female,32,Bengaluru,Karnataka,647960,9047187463,Loyal,Word of Mouth,2021-07-14,App User,Opted In,12,7,3.7,26-35,Passive (7-8)
CUST000030,Rajan Ghosh,Male,37,Pune,Maharashtra,768752,9537760207,New,Instagram,2021-01-17,App User,Opted In,3,5,4.2,36-45,Detractor (0-6)
CUST000031,Abhishek Pillai,Male,48,Bengaluru,Karnataka,773830,9044516691,Loyal,Google Ads,2022-08-25,Non-App User,Opted In,2,8,2.6,46-60,Passive (7-8)
CUST000032,Rohit Gupta,Male,48,Bengaluru,Karnataka,667892,9535606883,Loyal,Influencer,2022-11-11,App User,Opted In,5,8,2.4,46-60,Passive (7-8)
CUST000033,Nisha Kumar,Female,25,Ahmedabad,Gujarat,556119,9446347861,Returning,Organic Search,2021-05-16,App User,Opted Out,5,7,3.9,18-25,Passive (7-8)
CUST000034,Ritika Chatterjee,Female,35,Mumbai,Maharashtra,473189,9833125815,Loyal,Instagram,2022-10-24,App User,Opted Out,14,9,2.4,26-35,Promoter (9-10)
CUST000035,Geeta Menon,Female,34,Delhi,Delhi,701089,9528831436,New,Word of Mouth,2022-04-24,App User,Opted Out,1,6,2.9,26-35,Detractor (0-6)
CUST000036,Pallavi Iyer,Female,23,Pune,Maharashtra,707850,9701687731,Loyal,Organic Search,2023-01-26,Non-App User,Opted In,15,6,2.2,18-25,Detractor (0-6)
CUST000037,Heena Hegde,Female,31,Bengaluru,Karnataka,774878,9424861114,Loyal,Organic Search,2021-09-20,App User,Opted Out,1,6,3.5,26-35,Detractor (0-6)
CUST000038,Anjali Verma,Female,32,Indore,Madhya Pradesh,737944,9378383064,New,Organic Search,2022-03-10,Non-App User,Opted In,1,7,3.1,26-35,Passive (7-8)
CUST000039,Isha Tiwari,Female,41,Mumbai,Maharashtra,620493,9563048137,New,Google Ads,2023-03-07,App User,Opted In,3,7,2.1,36-45,Passive (7-8)
CUST000040,Meera Murthy,Female,35,Pune,Maharashtra,654308,9609260309,Returning,Organic Search,2021-09-01,App User,Opted In,3,6,3.6,26-35,Detractor (0-6)
CUST000041,Rohit Malhotra,Male,27,Jaipur,Rajasthan,645166,9046557210,New,Organic Search,2021-06-15,App User,Opted Out,5,6,3.8,26-35,Detractor (0-6)
CUST000042,Sunita Choudhary,Female,25,Hyderabad,Telangana,626728,9107358735,New,Organic Search,2024-12-03,App User,Opted Out,4,5,0.3,18-25,Detractor (0-6)
CUST000043,Ananya Sharma,Female,33,Delhi,Delhi,717518,9554590454,Loyal,Amazon,2020-10-05,App User,Opted Out,3,6,4.5,26-35,Detractor (0-6)
CUST000044,Suresh Shetty,Male,48,Bengaluru,Karnataka,807035,9646727204,Returning,Instagram,2023-01-10,Non-App User,Opted In,5,6,2.2,46-60,Detractor (0-6)
CUST000045,Komal Mishra,Female,36,Mumbai,Maharashtra,689719,9852611491,New,Word of Mouth,2022-09-14,Non-App User,Opted Out,2,6,2.5,36-45,Detractor (0-6)
CUST000046,Sonal Mehta,Female,34,Delhi,Delhi,792156,9814449454,Loyal,Word of Mouth,2021-09-25,App User,Opted In,10,10,3.5,26-35,Promoter (9-10)
CUST000047,Pooja Srivastava,Female,27,Bengaluru,Karnataka,823857,9170107375,New,Instagram,2021-10-17,App User,Opted In,5,6,3.5,26-35,Detractor (0-6)
CUST000048,Tarun Iyer,Male,33,Mumbai,Maharashtra,716168,9401995305,Loyal,Organic Search,2022-12-07,Non-App User,Opted In,7,6,2.3,26-35,Detractor (0-6)
CUST000049,Lokesh Joshi,Male,31,Mumbai,Maharashtra,816957,9787161682,New,Amazon,2023-11-24,App User,Opted In,3,10,1.4,26-35,Promoter (9-10)
CUST000050,Shweta Kumar,Female,39,Gurgaon,Haryana,587267,9660536630,New,Word of Mouth,2023-08-05,Non-App User,Opted In,3,8,1.7,36-45,Passive (7-8)
CUST000051,Piyush Kumar,Male,21,Bengaluru,Karnataka,446678,9995822542,New,Influencer,2021-03-19,App User,Opted In,2,7,4.0,18-25,Passive (7-8)
CUST000052,Payal Mehta,Female,21,Gurgaon,Haryana,564903,9096192396,Loyal,Google Ads,2023-02-14,App User,Opted In,13,10,2.1,18-25,Promoter (9-10)
CUST000053,Ananya Hegde,Female,36,Mumbai,Maharashtra,694830,9051697846,New,Instagram,2024-06-24,App User,Opted In,5,8,0.8,36-45,Passive (7-8)
CUST000054,Preeti Pillai,Female,28,Bengaluru,Karnataka,523340,9797276112,Loyal,Instagram,2023-01-09,Non-App User,Opted In,2,6,2.2,26-35,Detractor (0-6)
CUST000055,Siddharth Srivastava,Male,33,Bengaluru,Karnataka,794296,9862019132,Loyal,Email,2024-10-10,Non-App User,Opted In,8,6,0.5,26-35,Detractor (0-6)
CUST000056,Vineet Bhatt,Male,30,Pune,Maharashtra,721668,9472487394,New,Instagram,2022-03-26,App User,Opted In,4,6,3.0,26-35,Detractor (0-6)
CUST000057,Lokesh Ghosh,Male,41,Mumbai,Maharashtra,460335,9805788914,New,Amazon,2022-07-12,App User,Opted In,3,9,2.7,36-45,Promoter (9-10)
CUST000058,Pooja Rao,Female,47,Mumbai,Maharashtra,492672,9904844950,New,Organic Search,2021-09-15,App User,Opted In,5,7,3.5,46-60,Passive (7-8)
CUST000059,Mohit Hegde,Male,36,Bengaluru,Karnataka,697335,9541858369,New,Organic Search,2024-01-29,App User,Opted Out,2,6,1.2,36-45,Detractor (0-6)
CUST000060,Nidhi Hegde,Female,34,Chennai,Tamil Nadu,450230,9124640085,Returning,Word of Mouth,2022-12-11,Non-App User,Opted In,2,7,2.3,26-35,Passive (7-8)
CUST000061,Umesh Bhatt,Male,36,Bengaluru,Karnataka,808354,9109832638,Returning,Amazon,2022-09-10,App User,Opted In,5,8,2.6,36-45,Passive (7-8)
CUST000062,Pallavi Mishra,Female,38,Pune,Maharashtra,810504,9780667172,Loyal,Instagram,2024-06-23,Non-App User,Opted In,9,6,0.8,36-45,Detractor (0-6)
CUST000063,Sakshi Mehta,Female,54,Delhi,Delhi,554989,9318024332,Returning,Influencer,2024-11-01,App User,Opted In,5,9,0.4,46-60,Promoter (9-10)
CUST000064,Nisha Iyer,Female,22,Delhi,Delhi,629227,9394369919,New,Organic Search,2020-07-25,App User,Opted In,2,7,4.7,18-25,Passive (7-8)
CUST000065,Deepak Kulkarni,Male,29,Pune,Maharashtra,765433,9101953816,New,Organic Search,2021-03-11,App User,Opted In,1,10,4.1,26-35,Promoter (9-10)
CUST000066,Ankit Gupta,Male,22,Delhi,Delhi,797077,9345564054,New,Amazon,2024-11-08,App User,Opted In,5,9,0.4,18-25,Promoter (9-10)
CUST000067,Vidya Kumar,Female,25,Mumbai,Maharashtra,805289,9157089319,Loyal,Word of Mouth,2024-11-02,App User,Opted In,2,6,0.4,18-25,Detractor (0-6)
CUST000068,Pallavi Yadav,Female,39,Bengaluru,Karnataka,496742,9795849243,Returning,Organic Search,2025-01-16,Non-App User,Opted Out,4,10,0.2,36-45,Promoter (9-10)
CUST000069,Tushar Kumar,Male,51,Pune,Maharashtra,790710,9160534468,New,Instagram,2022-08-31,Non-App User,Opted In,4,6,2.6,46-60,Detractor (0-6)
CUST000070,Simran Menon,Female,25,Hyderabad,Telangana,417766,9595827852,Loyal,Amazon,2024-01-15,App User,Opted In,11,9,1.2,18-25,Promoter (9-10)
CUST000071,Vivek Pandey,Male,29,Pune,Maharashtra,842323,9922359852,Returning,Email,2021-11-30,App User,Opted Out,1,7,3.3,26-35,Passive (7-8)
CUST000072,Sachin Rajan,Male,47,Bengaluru,Karnataka,816751,9446431143,Returning,Organic Search,2021-03-31,App User,Opted Out,2,10,4.0,46-60,Promoter (9-10)
CUST000073,Nikhil Rajan,Male,26,Mumbai,Maharashtra,788469,9369963932,New,Word of Mouth,2021-11-09,App User,Opted In,4,6,3.4,26-35,Detractor (0-6)
CUST000074,Rahul Das,Male,28,Hyderabad,Telangana,845352,9677096825,Returning,Google Ads,2021-10-26,Non-App User,Opted In,3,10,3.4,26-35,Promoter (9-10)
CUST000075,Jyoti Rajan,Female,29,Hyderabad,Telangana,701236,9783780585,Loyal,Organic Search,2021-07-15,Non-App User,Opted In,4,10,3.7,26-35,Promoter (9-10)
CUST000076,Ananya Ghosh,Female,33,Bengaluru,Karnataka,432246,9016659413,New,Influencer,2022-08-28,App User,Opted In,4,8,2.6,26-35,Passive (7-8)
CUST000077,Bhavna Bose,Female,35,Bengaluru,Karnataka,736698,9832567482,Loyal,Google Ads,2024-12-15,App User,Opted In,9,9,0.3,26-35,Promoter (9-10)
CUST000078,Abhishek Iyer,Male,28,Delhi,Delhi,547436,9534577691,Loyal,Influencer,2024-11-23,Non-App User,Opted In,11,7,0.4,26-35,Passive (7-8)
CUST000079,Preeti Iyer,Female,56,Mumbai,Maharashtra,743911,9449192327,Returning,Organic Search,2024-02-07,App User,Opted In,5,10,1.1,46-60,Promoter (9-10)
CUST000080,Nikhil Jain,Male,35,Bengaluru,Karnataka,813178,9437381718,Loyal,Instagram,2023-06-29,Non-App User,Opted In,18,6,1.8,26-35,Detractor (0-6)
CUST000081,Shweta Murthy,Female,22,Ahmedabad,Gujarat,785137,9025797475,Returning,Email,2021-10-18,Non-App User,Opted In,3,6,3.5,18-25,Detractor (0-6)
CUST000082,Megha Mishra,Female,34,Bengaluru,Karnataka,823940,9187720362,Loyal,Google Ads,2022-04-08,App User,Opted In,17,10,3.0,26-35,Promoter (9-10)
CUST000083,Gaurav Yadav,Male,33,Bengaluru,Karnataka,551597,9457658485,Returning,Google Ads,2022-10-14,App User,Opted In,3,7,2.5,26-35,Passive (7-8)
CUST000084,Vikas Mehta,Male,36,Pune,Maharashtra,609128,9868906410,Loyal,Google Ads,2020-08-22,App User,Opted Out,2,10,4.6,36-45,Promoter (9-10)
CUST000085,Deepak Sharma,Male,27,Pune,Maharashtra,757030,9130721206,Returning,Instagram,2023-12-06,Non-App User,Opted Out,5,8,1.3,26-35,Passive (7-8)
CUST000086,Dinesh Ghosh,Male,21,Bengaluru,Karnataka,625798,9990798016,New,Word of Mouth,2020-07-12,App User,Opted In,5,10,4.7,18-25,Promoter (9-10)
CUST000087,Kartik Verma,Male,42,Delhi,Delhi,479569,9060011312,Returning,Instagram,2020-12-26,App User,Opted In,2,6,4.3,36-45,Detractor (0-6)
CUST000088,Anjali Sharma,Female,39,Hyderabad,Telangana,782585,9148774000,Returning,Influencer,2021-03-24,Non-App User,Opted In,4,8,4.0,36-45,Passive (7-8)
CUST000089,Rekha Menon,Female,27,Pune,Maharashtra,701447,9772215267,Loyal,Influencer,2023-02-22,Non-App User,Opted In,10,8,2.1,26-35,Passive (7-8)
CUST000090,Rekha Das,Female,29,Nashik,Maharashtra,714522,9590294963,Returning,Amazon,2025-01-20,App User,Opted Out,4,8,0.2,26-35,Passive (7-8)
CUST000091,Lokesh Joshi,Male,21,Mumbai,Maharashtra,810565,9042924875,New,Word of Mouth,2021-04-19,App User,Opted In,2,7,4.0,18-25,Passive (7-8)
CUST000092,Ajay Ghosh,Male,25,Pune,Maharashtra,533555,9906781851,Returning,Word of Mouth,2021-07-29,Non-App User,Opted Out,5,8,3.7,18-25,Passive (7-8)
CUST000093,Chhaya Chatterjee,Female,47,Delhi,Delhi,551937,9599568230,New,Google Ads,2021-06-29,App User,Opted In,1,6,3.8,46-60,Detractor (0-6)
CUST000094,Tanvi Pillai,Female,42,Bengaluru,Karnataka,410785,9103979934,New,Organic Search,2023-10-27,App User,Opted In,5,6,1.4,36-45,Detractor (0-6)
CUST000095,Sonal Pandey,Female,32,Bengaluru,Karnataka,418251,9857719611,New,Word of Mouth,2021-06-06,Non-App User,Opted Out,5,8,3.8,26-35,Passive (7-8)
CUST000096,Sonal Bhatt,Female,35,Chennai,Tamil Nadu,777861,9320450800,New,Amazon,2021-09-25,Non-App User,Opted Out,1,5,3.5,26-35,Detractor (0-6)
CUST000097,Rekha Kumar,Female,33,Hyderabad,Telangana,631358,9175546157,Loyal,Word of Mouth,2024-03-18,Non-App User,Opted Out,1,9,1.0,26-35,Promoter (9-10)
CUST000098,Tarun Pandey,Male,21,Bengaluru,Karnataka,440783,9952716017,New,Google Ads,2021-08-26,App User,Opted In,2,7,3.6,18-25,Passive (7-8)
CUST000099,Megha Kumar,Female,41,Bengaluru,Karnataka,478325,9466320494,Returning,Instagram,2023-07-09,App User,Opted In,4,6,1.7,36-45,Detractor (0-6)
CUST000100,Sonal Kulkarni,Female,27,Delhi,Delhi,750372,9387414356,Returning,Influencer,2024-10-31,App User,Opted In,2,6,0.4,26-35,Detractor (0-6)
CUST000101,Vikas Murthy,Male,50,Nashik,Maharashtra,578733,9827084256,New,Organic Search,2024-01-02,App User,Opted In,2,9,1.2,46-60,Promoter (9-10)
CUST000102,Rajesh Tiwari,Male,35,Hyderabad,Telangana,834620,9197423293,New,Organic Search,2020-11-10,App User,Opted In,4,10,4.4,26-35,Promoter (9-10)
CUST000103,Abhishek Singh,Male,43,Delhi,Delhi,658483,9106724329,New,Organic Search,2021-12-30,App User,Opted In,1,7,3.3,36-45,Passive (7-8)
CUST000104,Deepika Verma,Female,21,Mumbai,Maharashtra,587024,9356904177,Returning,Word of Mouth,2021-02-03,App User,Opted In,1,7,4.2,18-25,Passive (7-8)
CUST000105,Deepak Bose,Male,34,Bengaluru,Karnataka,450579,9340997837,New,Google Ads,2023-07-13,Non-App User,Opted In,1,8,1.7,26-35,Passive (7-8)
CUST000106,Geeta Kumar,Female,31,Delhi,Delhi,463724,9628933297,New,Influencer,2021-02-05,App User,Opted In,4,9,4.2,26-35,Promoter (9-10)
CUST000107,Suresh Bose,Male,35,Delhi,Delhi,526027,9569568058,Returning,Instagram,2020-09-15,App User,Opted In,3,6,4.5,26-35,Detractor (0-6)
CUST000108,Payal Malhotra,Female,25,Bengaluru,Karnataka,750823,9032667000,Returning,Influencer,2023-03-31,Non-App User,Opted In,1,10,2.0,18-25,Promoter (9-10)
CUST000109,Monika Patil,Female,41,Bengaluru,Karnataka,560124,9521098417,New,Influencer,2021-09-28,App User,Opted In,3,8,3.5,36-45,Passive (7-8)
CUST000110,Simran Shukla,Female,31,Mumbai,Maharashtra,686427,9479936385,Loyal,Instagram,2024-07-26,App User,Opted Out,1,7,0.7,26-35,Passive (7-8)
CUST000111,Anjali Verma,Female,21,Bengaluru,Karnataka,485090,9358574434,Returning,Organic Search,2023-09-13,App User,Opted Out,4,6,1.5,18-25,Detractor (0-6)
CUST000112,Payal Malhotra,Female,46,Chennai,Tamil Nadu,457276,9832655239,New,Google Ads,2024-09-10,App User,Opted In,4,7,0.6,46-60,Passive (7-8)
CUST000113,Vineet Shetty,Male,30,Pune,Maharashtra,615178,9891769264,Loyal,Organic Search,2021-02-16,Non-App User,Opted In,10,8,4.1,26-35,Passive (7-8)
CUST000114,Meera Pillai,Female,36,Mumbai,Maharashtra,739845,9507674284,Returning,Word of Mouth,2022-07-28,App User,Opted In,3,8,2.7,36-45,Passive (7-8)
CUST000115,Vineet Pillai,Male,36,Pune,Maharashtra,405606,9004974848,New,Word of Mouth,2022-03-30,App User,Opted In,4,8,3.0,36-45,Passive (7-8)
CUST000116,Lavanya Iyer,Female,43,Delhi,Delhi,754669,9183165868,New,Influencer,2020-06-22,Non-App User,Opted In,4,9,4.8,36-45,Promoter (9-10)
CUST000117,Prateek Kumar,Male,36,Delhi,Delhi,566765,9514821458,Returning,Word of Mouth,2024-08-07,Non-App User,Opted In,2,9,0.6,36-45,Promoter (9-10)
CUST000118,Shreya Hegde,Female,28,Pune,Maharashtra,698775,9060048046,Returning,Organic Search,2022-05-25,App User,Opted In,5,10,2.9,26-35,Promoter (9-10)
CUST000119,Heena Yadav,Female,25,Pune,Maharashtra,463702,9228810112,Returning,Google Ads,2021-03-22,App User,Opted Out,1,6,4.0,18-25,Detractor (0-6)
CUST000120,Rajan Bhat,Male,29,Delhi,Delhi,585517,9420419153,New,Instagram,2021-10-01,App User,Opted Out,5,5,3.5,26-35,Detractor (0-6)
CUST000121,Ritika Das,Female,40,Pune,Maharashtra,490981,9507469471,New,Amazon,2020-08-30,App User,Opted In,4,10,4.6,36-45,Promoter (9-10)
CUST000122,Megha Patil,Female,44,Chennai,Tamil Nadu,489090,9562046851,New,Influencer,2021-05-22,App User,Opted In,1,8,3.9,36-45,Passive (7-8)
CUST000123,Ravi Patil,Male,25,Mumbai,Maharashtra,628368,9040523213,New,Google Ads,2021-06-27,App User,Opted In,2,6,3.8,18-25,Detractor (0-6)
CUST000124,Nidhi Menon,Female,35,Bengaluru,Karnataka,704477,9347833724,Returning,Word of Mouth,2023-12-11,App User,Opted In,5,10,1.3,26-35,Promoter (9-10)
CUST000125,Pallavi Pandey,Female,48,Kolkata,West Bengal,785844,9609240612,New,Organic Search,2023-04-17,Non-App User,Opted In,3,9,2.0,46-60,Promoter (9-10)
CUST000126,Aditya Verma,Male,43,Bengaluru,Karnataka,518712,9426456724,Returning,Instagram,2020-11-28,Non-App User,Opted In,4,6,4.3,36-45,Detractor (0-6)
CUST000127,Pranav Pillai,Male,26,Pune,Maharashtra,495241,9414930609,New,Organic Search,2022-08-30,App User,Opted In,1,9,2.6,26-35,Promoter (9-10)
CUST000128,Pooja Hegde,Female,44,Pune,Maharashtra,698931,9784695014,New,Amazon,2021-09-10,App User,Opted In,1,5,3.6,36-45,Detractor (0-6)
CUST000129,Tarun Bhatt,Male,42,Bengaluru,Karnataka,790036,9693481567,Loyal,Amazon,2024-08-14,Non-App User,Opted In,15,10,0.6,36-45,Promoter (9-10)
CUST000130,Ritika Patil,Female,29,Pune,Maharashtra,843844,9273084282,Returning,Instagram,2023-04-15,Non-App User,Opted In,3,9,2.0,26-35,Promoter (9-10)
CUST000131,Monika Naik,Female,30,Pune,Maharashtra,524714,9308725422,New,Instagram,2024-04-06,Non-App User,Opted In,4,6,1.0,26-35,Detractor (0-6)
CUST000132,Ravi Tiwari,Male,21,Bengaluru,Karnataka,612913,9314057300,Loyal,Organic Search,2024-09-17,Non-App User,Opted In,4,7,0.5,18-25,Passive (7-8)
CUST000133,Isha Patil,Female,31,Delhi,Delhi,645636,9715941767,New,Instagram,2021-05-11,App User,Opted In,3,10,3.9,26-35,Promoter (9-10)
CUST000134,Piyush Kumar,Male,33,Hyderabad,Telangana,528969,9120062452,Returning,Organic Search,2024-01-29,Non-App User,Opted In,5,8,1.2,26-35,Passive (7-8)
CUST000135,Chhaya Pillai,Female,26,Pune,Maharashtra,593607,9430019603,New,Word of Mouth,2021-09-15,App User,Opted In,5,10,3.5,26-35,Promoter (9-10)
CUST000136,Pooja Bhat,Female,42,Pune,Maharashtra,733844,9610773350,New,Google Ads,2022-11-25,Non-App User,Opted In,3,5,2.3,36-45,Detractor (0-6)
CUST000137,Manish Choudhary,Male,35,Delhi,Delhi,833100,9226407959,Returning,Organic Search,2022-04-25,App User,Opted In,5,7,2.9,26-35,Passive (7-8)
CUST000138,Karan Tiwari,Male,34,Noida,Uttar Pradesh,824514,9059499657,Returning,Google Ads,2024-12-18,App User,Opted In,2,7,0.3,26-35,Passive (7-8)
CUST000139,Aditya Mehta,Male,23,Mumbai,Maharashtra,618302,9583976413,New,Word of Mouth,2024-02-13,App User,Opted Out,3,10,1.1,18-25,Promoter (9-10)
CUST000140,Riya Murthy,Female,28,Delhi,Delhi,519009,9873891899,New,Amazon,2023-02-28,Non-App User,Opted In,5,9,2.1,26-35,Promoter (9-10)
CUST000141,Sunita Bhat,Female,48,Chennai,Tamil Nadu,453527,9768239712,Loyal,Organic Search,2023-12-06,App User,Opted In,1,10,1.3,46-60,Promoter (9-10)
CUST000142,Rahul Jain,Male,33,Mumbai,Maharashtra,623334,9193915255,New,Organic Search,2021-03-05,App User,Opted In,3,10,4.1,26-35,Promoter (9-10)
CUST000143,Kavya Verma,Female,21,Chennai,Tamil Nadu,459229,9034537097,New,Word of Mouth,2022-05-30,App User,Opted In,2,9,2.8,18-25,Promoter (9-10)
CUST000144,Tushar Choudhary,Male,29,Kolkata,West Bengal,708447,9484700527,Returning,Influencer,2021-03-23,Non-App User,Opted In,2,10,4.0,26-35,Promoter (9-10)
CUST000145,Mohit Nair,Male,47,Pune,Maharashtra,635189,9639815583,Returning,Word of Mouth,2023-01-31,App User,Opted In,3,9,2.2,46-60,Promoter (9-10)
CUST000146,Pooja Iyer,Female,31,Delhi,Delhi,403140,9597530379,Loyal,Amazon,2022-03-06,App User,Opted In,3,10,3.1,26-35,Promoter (9-10)
CUST000147,Suresh Patel,Male,61,Mumbai,Maharashtra,417885,9813691543,Returning,Instagram,2023-09-10,Non-App User,Opted In,5,7,1.6,60+,Passive (7-8)
CUST000148,Divya Desai,Female,26,Delhi,Delhi,769217,9557853352,Returning,Organic Search,2020-10-02,Non-App User,Opted In,4,9,4.5,26-35,Promoter (9-10)
CUST000149,Ananya Hegde,Female,42,Mumbai,Maharashtra,532183,9985139192,New,Instagram,2020-10-14,App User,Opted Out,4,10,4.5,36-45,Promoter (9-10)
CUST000150,Yash Menon,Male,45,Bengaluru,Karnataka,544637,9480243030,Returning,Organic Search,2021-05-25,App User,Opted Out,1,7,3.9,36-45,Passive (7-8)
CUST000151,Komal Pandey,Female,48,Bengaluru,Karnataka,701719,9520348050,New,Instagram,2020-09-08,Non-App User,Opted In,4,9,4.6,46-60,Promoter (9-10)
CUST000152,Rahul Verma,Male,41,Mumbai,Maharashtra,817471,9019579647,New,Influencer,2022-09-27,App User,Opted Out,1,8,2.5,36-45,Passive (7-8)
CUST000153,Umesh Naik,Male,40,Hyderabad,Telangana,677602,9155658982,New,Instagram,2020-12-09,Non-App User,Opted In,4,5,4.3,36-45,Detractor (0-6)
CUST000154,Aakash Choudhary,Male,34,Mumbai,Maharashtra,637587,9845884240,Loyal,Organic Search,2024-05-17,Non-App User,Opted Out,5,7,0.9,26-35,Passive (7-8)
CUST000155,Heena Verma,Female,36,Nashik,Maharashtra,663115,9382495222,Loyal,Instagram,2023-12-02,Non-App User,Opted In,16,7,1.3,36-45,Passive (7-8)
CUST000156,Dinesh Das,Male,36,Mumbai,Maharashtra,511198,9501016503,Loyal,Instagram,2022-12-30,Non-App User,Opted Out,8,6,2.3,36-45,Detractor (0-6)
CUST000157,Ananya Srivastava,Female,29,Mumbai,Maharashtra,623143,9447392742,Returning,Organic Search,2021-09-17,App User,Opted Out,2,7,3.5,26-35,Passive (7-8)
CUST000158,Neha Reddy,Female,40,Pune,Maharashtra,703681,9035072624,Loyal,Organic Search,2021-08-09,Non-App User,Opted In,10,7,3.6,36-45,Passive (7-8)
